Freq,TS
500000.0,-79.8361369761349
500300.0,-84.56651735641515
500600.0,-95.22521584311266
500900.0,-89.15728658082475
501200.0,-82.17483382335627
501500.0,-78.51429086512502
501800.0,-76.19427512754741
502100.0,-74.63843219483083
502400.0,-73.59764990193989
502700.0,-72.97977010885224
503000.0,-72.70878186403883
503300.0,-72.76469375286032
503600.0,-73.15991538502217
503900.0,-73.9136329229685
504200.0,-75.09951626847497
504500.0,-76.8550076564106
504800.0,-79.44228060580849
505100.0,-83.5588957307998
505400.0,-91.2219758047301
505700.0,-90.29305840076091
506000.0,-83.1411773710104
506300.0,-79.24789247624315
506600.0,-76.7855465397602
506900.0,-75.13182018904776
507200.0,-74.02418174303592
507500.0,-73.33616299603173
507800.0,-73.00735513599383
508100.0,-73.01056304336153
508400.0,-73.34075348304272
508700.0,-74.02050852858756
509000.0,-75.10474836629062
509300.0,-76.71734216677832
509600.0,-79.07196523386152
509900.0,-82.63476623801061
510200.0,-88.40332168850848
510500.0,-90.32342901865312
510800.0,-84.04538965224887
511100.0,-80.02885894804908
511400.0,-77.42666278346827
511700.0,-75.68090885049452
512000.0,-74.49343004993096
512300.0,-73.74432163020097
512600.0,-73.34774527152075
512900.0,-73.29201840419307
513200.0,-73.552113697616
513500.0,-74.15104184207254
513800.0,-75.13176401738315
514100.0,-76.598774021679
514400.0,-78.68807935228492
514700.0,-81.75544452499692
