Freq,TS
400000.0,-79.97681373698968
400500.0,-79.96711984890821
401000.0,-77.8694947934461
401500.0,-75.71722390920779
402000.0,-74.17680285837352
402500.0,-73.28393114025313
403000.0,-72.98391223642182
403500.0,-73.2540597405912
404000.0,-74.11601303028903
404500.0,-75.61007003218972
405000.0,-77.71496218192934
405500.0,-79.83842329072941
406000.0,-80.04309849114449
406500.0,-78.06391061206892
407000.0,-75.88405030173706
407500.0,-74.28643324139273
408000.0,-73.32015650089255
408500.0,-72.94580907144315
409000.0,-73.14046678158144
409500.0,-73.9243332271845
410000.0,-75.35084415769008
410500.0,-77.45089088502024
411000.0,-79.82246129485387
411500.0,-80.487667092198
412000.0,-78.50346488344731
412500.0,-76.11423618049172
413000.0,-74.32714882574734
413500.0,-73.21536920691473
414000.0,-72.72860044773262
414500.0,-72.83754009042431
415000.0,-73.56440358336503
415500.0,-74.99058280005949
416000.0,-77.24057945425852
416500.0,-80.15446677183043
417000.0,-81.46387558477984
417500.0,-79.06951327331028
418000.0,-76.18708330874287
418500.0,-74.12991226838483
419000.0,-72.86947132356549
419500.0,-72.30290107847446
