Freq,TS
2000.0,-77.29705699755996
4000.0,-65.59672873580759
6000.0,-59.10323345046614
8000.0,-54.85436479987836
10000.0,-51.930878909826745
12000.0,-49.94043302624027
14000.0,-48.69022623061408
16000.0,-48.083697257285124
18000.0,-48.090416983398455
20000.0,-48.749740157318165
22000.0,-50.20597683976882
24000.0,-52.83031735904124
26000.0,-57.7618636320973
28000.0,-72.6279912362896
30000.0,-60.4066862614836
32000.0,-53.98628056792795
34000.0,-50.81945290001212
36000.0,-49.103356383257534
38000.0,-48.357006702496825
40000.0,-48.44314286179041
42000.0,-49.40940813930867
44000.0,-51.52630774730008
46000.0,-55.652760474174514
48000.0,-66.5634989532478
50000.0,-62.116796051709365
52000.0,-54.10710040683708
54000.0,-50.53320550985421
56000.0,-48.67472572693485
58000.0,-47.90914264358001
60000.0,-48.05543421478043
62000.0,-49.1562366751949
64000.0,-51.52820527800942
66000.0,-56.240085611441856
68000.0,-69.93558303079408
70000.0,-59.41510287081812
72000.0,-52.959342010762015
74000.0,-49.89031274588597
76000.0,-48.344954709865206
78000.0,-47.84764725674654
80000.0,-48.27902202326943
82000.0,-49.72098140316738
84000.0,-52.56702018964688
86000.0,-58.31353745540796
88000.0,-80.59770203213904
90000.0,-57.8057154725203
92000.0,-52.47210189826228
94000.0,-49.86836440007405
96000.0,-48.6133166563637
98000.0,-48.30890621238164
100000.0,-48.87509332668277
102000.0,-50.447995406852506
104000.0,-53.490203367122355
106000.0,-59.66993907105541
108000.0,-74.76652515376077
110000.0,-57.872965169764576
112000.0,-52.79286005742034
114000.0,-50.206876623525304
116000.0,-48.928071426193654
118000.0,-48.59041449948166
120000.0,-49.08645642335901
122000.0,-50.51893708741809
124000.0,-53.34340109873015
126000.0,-59.16986021023636
128000.0,-77.89092151557723
130000.0,-58.0714735331746
132000.0,-52.769881957667806
134000.0,-50.05158877148526
136000.0,-48.64647690199366
138000.0,-48.22230881190099
140000.0,-48.714629136538605
142000.0,-50.23486082533164
144000.0,-53.24179684663981
146000.0,-59.60858291973233
148000.0,-71.97561706449491
150000.0,-56.506747478291445
152000.0,-51.669450875961644
154000.0,-49.23926831457094
156000.0,-48.085374641671535
158000.0,-47.88238449231994
160000.0,-48.609762150333715
162000.0,-50.48999787533578
164000.0,-54.218369500268125
166000.0,-62.89809265191457
168000.0,-63.826200399574454
170000.0,-54.588714848999345
172000.0,-50.72578660864602
174000.0,-48.76092366409293
176000.0,-47.97462057670839
178000.0,-48.14305002216991
180000.0,-49.26084894771354
182000.0,-51.59348468068393
184000.0,-56.129175074085005
186000.0,-69.42559433024171
188000.0,-60.833322058304525
190000.0,-53.83898943965206
192000.0,-50.667237079346904
194000.0,-49.05727340997825
196000.0,-48.46121998024971
198000.0,-48.74556947439653
200000.0,-49.973830003088054
202000.0,-52.43376544257292
204000.0,-57.086862261486374
206000.0,-69.75536068368791
208000.0,-61.04634358534243
210000.0,-54.23866715520848
212000.0,-51.00787935501869
214000.0,-49.330705502500145
216000.0,-48.65542041639308
218000.0,-48.8080193019108
220000.0,-49.84406432718729
222000.0,-52.090114311966325
224000.0,-56.54884518364403
226000.0,-69.57547200069895
228000.0,-61.147733561925705
230000.0,-53.94761207221019
232000.0,-50.56232819518875
234000.0,-48.77872579306409
236000.0,-48.07540551510154
238000.0,-48.30568591444313
240000.0,-49.517956812465805
242000.0,-52.05530931877772
244000.0,-57.19288472162428
246000.0,-73.53929930264918
248000.0,-58.09974406473326
250000.0,-52.31940627467962
252000.0,-49.50995045097006
254000.0,-48.127582169803915
256000.0,-47.75424009254033
258000.0,-48.31845641530616
260000.0,-49.978162717559414
262000.0,-53.279821718861555
264000.0,-60.4064860245117
266000.0,-67.798089784834
268000.0,-55.752161257369124
270000.0,-51.36379145603797
272000.0,-49.15703249414241
274000.0,-48.199709953957765
276000.0,-48.205990265530126
278000.0,-49.13060712775408
280000.0,-51.16362621969111
282000.0,-55.023083573150515
284000.0,-64.1820884420144
286000.0,-64.5245499210295
288000.0,-55.346261995223635
290000.0,-51.586772375448994
292000.0,-49.64163563334128
294000.0,-48.768754892883166
296000.0,-48.76169441162891
298000.0,-49.63140027387658
