Freq,TS
38000.0,-76.07438279508004
38300.0,-76.63752744893672
38600.0,-77.46545611284793
38900.0,-78.53600171615643
39200.0,-79.77079965014602
39500.0,-80.94148448433097
39800.0,-81.62257226829438
40100.0,-81.44201183463892
40400.0,-80.54411169570221
40700.0,-79.38514455107892
41000.0,-78.2933481189841
41300.0,-77.41026829645814
41600.0,-76.77411348827097
41900.0,-76.39024935202839
42200.0,-76.24953416329731
42500.0,-76.3456915170264
42800.0,-76.67281555095681
43100.0,-77.21723019870817
43400.0,-77.95576229263128
43700.0,-78.84217252190297
44000.0,-79.73983577563197
44300.0,-80.44706925487107
44600.0,-80.71803077637576
44900.0,-80.44234544954128
45200.0,-79.76015946626299
45500.0,-78.92963482162307
45800.0,-78.14718918093055
46100.0,-77.50713329677043
46400.0,-77.05368186063662
46700.0,-76.79979947987032
47000.0,-76.7445901533168
47300.0,-76.8839921511615
47600.0,-77.20784315308983
47900.0,-77.69223192741663
48200.0,-78.29415645837888
48500.0,-78.94557940379711
48800.0,-79.53038963900835
49100.0,-79.9020017076778
49400.0,-79.95310169730477
49700.0,-79.67750626965548
50000.0,-79.18286819948241
50300.0,-78.61121335008332
50600.0,-78.0728259017515
50900.0,-77.6345187075164
51200.0,-77.339301188831
51500.0,-77.19499789155564
51800.0,-77.2065035645741
52100.0,-77.36374347074315
52400.0,-77.65000229864079
52700.0,-78.03725309911465
53000.0,-78.47831351969597
53300.0,-78.90249522326287
53600.0,-79.22933485931276
53900.0,-79.38913495772222
54200.0,-79.3419355468521
54500.0,-79.10969924774287
54800.0,-78.77623344892831
55100.0,-78.3987097748516
55400.0,-78.05847289412304
55700.0,-77.78805018098724
56000.0,-77.61856799755729
56300.0,-77.5616987525935
56600.0,-77.6132812332769
56900.0,-77.75898187131824
57200.0,-77.98550544445041
57500.0,-78.26407046874775
57800.0,-78.53136172547929
58100.0,-78.77142953616695
58400.0,-78.91581530453027
58700.0,-78.95158002696196
59000.0,-78.87583506840923
59300.0,-78.71241539016242
59600.0,-78.49938886351715
59900.0,-78.28078202753193
60200.0,-78.0789655518552
60500.0,-77.94870342201942
60800.0,-77.88072360776974
61100.0,-77.87956465126047
61400.0,-77.94490377455872
61700.0,-78.05873004855953
62000.0,-78.20370653197182
62300.0,-78.3624545590645
62600.0,-78.49028033565452
62900.0,-78.58409633247993
63200.0,-78.62471826054609
63500.0,-78.60468587786036
63800.0,-78.53739492986837
64100.0,-78.44039387692492
64400.0,-78.33120421874933
64700.0,-78.2327373485256
65000.0,-78.16118027281514
65300.0,-78.12249600020364
65600.0,-78.11530410843116
65900.0,-78.14480380476492
66200.0,-78.1934735533578
66500.0,-78.2593729698091
66800.0,-78.31674846772347
67100.0,-78.36887857023905
67400.0,-78.39169190810458
67700.0,-78.39286413550579
68000.0,-78.37485872434618
68300.0,-78.34081109001525
68600.0,-78.30448507011221
68900.0,-78.2728680014638
69200.0,-78.24882808744816
69500.0,-78.24852373497208
69800.0,-78.26014781814993
70100.0,-78.28525272764232
70400.0,-78.31800266285259
70700.0,-78.34488107672105
71000.0,-78.36682702274022
71300.0,-78.37050650544923
71600.0,-78.34552666135019
71900.0,-78.30996253884696
72200.0,-78.26317604919663
72500.0,-78.21690157967014
72800.0,-78.17797112229569
73100.0,-78.1534772442124
73400.0,-78.15650393515422
73700.0,-78.18598469194379
74000.0,-78.236230587147
74300.0,-78.30466998525975
74600.0,-78.37602859168744
74900.0,-78.44039143870226
75200.0,-78.48112469745438
75500.0,-78.48862412516281
75800.0,-78.46010924450168
76100.0,-78.39607306848029
76400.0,-78.30993508803564
76700.0,-78.21441948095172
77000.0,-78.12563966092708
77300.0,-78.0575004401572
77600.0,-78.02077659086878
77900.0,-78.03001549016942
78200.0,-78.07475396390892
78500.0,-78.16143735459352
78800.0,-78.27359506469911
79100.0,-78.38939709800306
79400.0,-78.49781595405729
79700.0,-78.57668535689835
80000.0,-78.60468854101521
80300.0,-78.57683070613157
80600.0,-78.49424363712589
80900.0,-78.38331837405278
81200.0,-78.23464360382036
81500.0,-78.09919126401685
81800.0,-77.98844516671329
82100.0,-77.92188634709325
82400.0,-77.90755665342706
82700.0,-77.94748986084507
83000.0,-78.04147735840291
83300.0,-78.18145496844383
83600.0,-78.34112274127855
83900.0,-78.49839032798806
84200.0,-78.62583053769278
84500.0,-78.69726805051509
84800.0,-78.69796597546683
85100.0,-78.62409079792799
85400.0,-78.49155065120407
85700.0,-78.31630218966473
86000.0,-78.13674030365785
86300.0,-77.973226977856
86600.0,-77.85890959571871
86900.0,-77.80465359531466
87200.0,-77.81863400079243
87500.0,-77.90143520944598
87800.0,-78.03924506218074
88100.0,-78.22392388202238
88400.0,-78.42167140651831
88700.0,-78.61457259332968
89000.0,-78.73539098273979
89300.0,-78.8043264966143
89600.0,-78.77039909334965
89900.0,-78.64448891615547
90200.0,-78.45453642945807
90500.0,-78.24614592164923
90800.0,-78.03469809157171
91100.0,-77.85074866170129
91400.0,-77.74442074127265
91700.0,-77.70522752386502
92000.0,-77.75013029405605
92300.0,-77.86740897802201
92600.0,-78.05125081870541
92900.0,-78.27750649374126
93200.0,-78.51621090836903
93500.0,-78.72410964316315
93800.0,-78.86330102383057
94100.0,-78.89783692397717
94400.0,-78.82391521915744
94700.0,-78.6522049421631
95000.0,-78.41525831207767
95300.0,-78.16237973571094
95600.0,-77.92354891871454
95900.0,-77.74352755224525
96200.0,-77.63671580247832
96500.0,-77.61904061527864
96800.0,-77.6856428676082
97100.0,-77.83867356651477
97400.0,-78.05737905460619
97700.0,-78.32896607890105
98000.0,-78.59951968544428
98300.0,-78.82992426061179
98600.0,-78.96949861250617
98900.0,-78.98917550002209
99200.0,-78.87941185989673
99500.0,-78.66133286829333
99800.0,-78.38387560318124
100100.0,-78.09569983283966
100400.0,-77.8373662324755
100700.0,-77.6432932992378
101000.0,-77.536555820947
101300.0,-77.52914415217975
101600.0,-77.61881103848418
101900.0,-77.8021589402337
102200.0,-78.05967959735912
102500.0,-78.35609429156787
102800.0,-78.6678409344566
103100.0,-78.91644069806729
103400.0,-79.06624422307542
103700.0,-79.07762195498489
104000.0,-78.93532849079097
104300.0,-78.68483098876709
104600.0,-78.37344609950291
104900.0,-78.0479800135684
105200.0,-77.77076577875233
105500.0,-77.56186455303116
105800.0,-77.44963308165347
106100.0,-77.44254483701292
106400.0,-77.54354712092919
106700.0,-77.74594414918887
107000.0,-78.02874844608655
107300.0,-78.3671342697241
107600.0,-78.70940088169152
107900.0,-78.98889445852505
108200.0,-79.16216814897464
108500.0,-79.16849731916743
108800.0,-79.01959087690467
109100.0,-78.73958990056644
109400.0,-78.39108585132594
109700.0,-78.03283554197253
110000.0,-77.72220930009813
110300.0,-77.4936687883448
110600.0,-77.36735681677693
110900.0,-77.3541712468909
111200.0,-77.4553466849982
111500.0,-77.66890589649637
111800.0,-77.97290550810945
112100.0,-78.3391141647465
112400.0,-78.7160724973056
112700.0,-79.04065799897525
113000.0,-79.24429473710342
113300.0,-79.27758133421669
113600.0,-79.12232361571671
113900.0,-78.82097897286434
114200.0,-78.43939268488408
114500.0,-78.05121142862781
114800.0,-77.70769786601358
115100.0,-77.4437468133286
115400.0,-77.29286527996626
115700.0,-77.26158102592458
116000.0,-77.35006301708789
116300.0,-77.56433532733271
116600.0,-77.87538502881658
116900.0,-78.26430221322858
