Freq,TS
38000.0,-49.81099932519156
39000.0,-48.145917616511994
40000.0,-48.405252421195975
41000.0,-48.48937249830061
42000.0,-49.686359647444725
43000.0,-49.79397331655569
44000.0,-49.56009692327298
45000.0,-49.06959216218148
46000.0,-50.15128886550836
47000.0,-50.22586013385761
48000.0,-49.78991219860947
49000.0,-50.01924824621546
50000.0,-50.608432854967035
51000.0,-50.78263781957685
52000.0,-50.269285115622296
53000.0,-50.398760057654215
54000.0,-50.40731278826581
55000.0,-50.51727228091856
56000.0,-50.65608005861392
57000.0,-50.65151569133532
58000.0,-50.71387782715665
59000.0,-50.88472428843504
60000.0,-50.36612236153385
61000.0,-50.96480129987804
62000.0,-51.1016016302134
63000.0,-51.23749213517702
64000.0,-50.663267384692645
65000.0,-51.09119115989634
66000.0,-50.9180241965645
67000.0,-50.345199288761115
68000.0,-50.72163904320065
69000.0,-50.8798315033459
70000.0,-50.140077938024916
71000.0,-51.096960786039524
72000.0,-51.19094196783743
73000.0,-51.3575249112122
74000.0,-50.971784244077355
75000.0,-51.001855327414496
76000.0,-51.00635911405486
77000.0,-51.5269217104873
78000.0,-51.21541659628009
79000.0,-51.6155689837231
80000.0,-51.465137771346356
81000.0,-51.39017750162094
82000.0,-51.90622807592202
83000.0,-51.145578965985685
84000.0,-53.55956668527721
85000.0,-51.684389046375536
86000.0,-51.25051435228492
87000.0,-51.647443083936835
88000.0,-50.78630625784875
89000.0,-51.47264909646602
90000.0,-51.794825928162744
91000.0,-52.5898383836514
92000.0,-49.634342901238675
93000.0,-51.64456109816575
94000.0,-50.60741742948111
95000.0,-51.826756315727856
96000.0,-51.676307855108206
97000.0,-51.57296176045563
98000.0,-51.75966172494456
99000.0,-51.60141349208792
100000.0,-51.32862141425959
101000.0,-53.930828619682515
102000.0,-55.158400695611654
103000.0,-49.81665410826001
104000.0,-52.326342479230505
105000.0,-52.015170824116524
106000.0,-52.21023047558353
107000.0,-51.781115327609214
108000.0,-53.38322970824399
109000.0,-52.265729580226804
110000.0,-51.024768051514684
111000.0,-52.04569128873441
112000.0,-51.531068987394725
113000.0,-51.9538339168814
114000.0,-52.23167203478384
115000.0,-52.14464816458423
116000.0,-52.12728633007587
117000.0,-52.802559398355974
118000.0,-51.10054161496513
119000.0,-51.43856832357676
120000.0,-56.44134706179112
121000.0,-52.30030324238381
122000.0,-52.1778488192465
123000.0,-51.82366010897358
124000.0,-52.175138769560846
125000.0,-48.5519477993671
126000.0,-52.12390908811459
127000.0,-53.195069355091704
128000.0,-52.72443777716484
129000.0,-52.85950467111692
130000.0,-52.2896327353368
131000.0,-51.60093258847044
132000.0,-52.17581291145042
133000.0,-52.15367016552513
134000.0,-52.61896815573242
135000.0,-53.03265925827108
136000.0,-51.84939985573925
137000.0,-50.980458856656455
138000.0,-52.5545844482836
139000.0,-52.18294563619231
140000.0,-48.37969596491706
141000.0,-51.81561924929809
142000.0,-52.05955459418908
143000.0,-52.65758443739294
144000.0,-52.046849562300636
145000.0,-53.76226910454093
146000.0,-50.64690969151171
147000.0,-53.828768370005086
148000.0,-52.39840672713892
149000.0,-51.35320428297216
150000.0,-51.36003597564204
151000.0,-52.66718718645031
152000.0,-48.60382648296347
153000.0,-52.9693523817283
154000.0,-51.025351509155065
155000.0,-52.13544256083302
156000.0,-52.38211685725611
157000.0,-52.83816147284572
158000.0,-52.085329537534065
159000.0,-53.413443794358095
160000.0,-51.93089544660705
161000.0,-52.92633189553911
162000.0,-53.10727585768998
163000.0,-51.87981994824845
164000.0,-53.421143359615535
165000.0,-52.03468896762171
166000.0,-52.50858232809601
167000.0,-53.405858283564896
168000.0,-45.98170858168548
