Freq,TS
702000.0,-54.84230080561786
704000.0,-50.82042027117063
706000.0,-48.74252735423794
708000.0,-47.830186658977006
710000.0,-47.8787612757734
712000.0,-48.92365080363512
714000.0,-51.251098307976264
716000.0,-55.84060503993836
718000.0,-68.35815956373291
720000.0,-59.58170691163491
722000.0,-52.95911977682021
724000.0,-49.86522052770702
726000.0,-48.35458421185319
728000.0,-47.90854265614975
730000.0,-48.38145379816438
732000.0,-49.862933830751295
734000.0,-52.794391813266934
736000.0,-58.80444021174357
738000.0,-80.68206265031023
740000.0,-57.78403185137435
742000.0,-52.643762598900736
744000.0,-50.09415522803848
746000.0,-48.854253238182935
748000.0,-48.56970519980972
