Freq,TS
38000.0,-50.42567168723211
39000.0,-49.81402445307057
40000.0,-49.06630915249539
41000.0,-51.87051072122494
42000.0,-50.640404790214895
43000.0,-48.40930358795951
44000.0,-51.34714255226449
45000.0,-50.64350815780142
46000.0,-51.48366992733321
47000.0,-49.53236905895473
48000.0,-51.426831131433566
49000.0,-51.12226065501042
50000.0,-51.52329092946543
51000.0,-51.36556947989979
52000.0,-51.75687981085022
53000.0,-51.75695322936373
54000.0,-52.01747020361405
55000.0,-52.127887766643035
56000.0,-51.800141604176105
57000.0,-51.99626874269457
58000.0,-51.677942439510936
59000.0,-52.60324722539137
60000.0,-52.435150445585556
61000.0,-52.051378466024794
62000.0,-53.20925730279852
63000.0,-52.23290167305953
64000.0,-52.779133173092355
65000.0,-52.39149156735786
66000.0,-52.93098057170309
67000.0,-52.29184858102863
68000.0,-52.325159340279235
69000.0,-52.685272651712516
70000.0,-52.572790320324934
71000.0,-52.75188665099819
72000.0,-52.372712046473794
73000.0,-52.73238862895988
74000.0,-52.48122677117098
75000.0,-52.90739091425961
76000.0,-52.006863717079774
77000.0,-53.13144140900266
78000.0,-52.847845510404234
79000.0,-52.68339906985784
80000.0,-53.110122975485474
81000.0,-52.97528676469709
82000.0,-52.82768567467092
83000.0,-55.815581409743025
84000.0,-53.05109609774496
85000.0,-53.31472893257544
86000.0,-53.10774103907494
87000.0,-53.171770885006744
88000.0,-51.53672122989928
89000.0,-53.306084739510446
90000.0,-53.35972758204065
91000.0,-53.45806994850391
92000.0,-53.272286526236066
93000.0,-53.14618282007545
94000.0,-52.94226338232426
95000.0,-53.96116518620061
96000.0,-53.576846080201925
97000.0,-53.22896665410404
98000.0,-53.034722551140135
99000.0,-53.40054798418769
100000.0,-53.3263976245712
101000.0,-49.52452499977889
102000.0,-53.47447443833702
103000.0,-52.491492672569954
104000.0,-53.6075663608948
105000.0,-53.18811116986309
106000.0,-53.37787059077648
107000.0,-53.54543279564566
108000.0,-53.14082538951254
109000.0,-53.50893046010278
110000.0,-54.864221891791374
111000.0,-53.83607987266893
112000.0,-53.29612148520554
113000.0,-53.641654718453715
114000.0,-53.59988104908257
115000.0,-54.55356150127008
116000.0,-53.84630099208336
117000.0,-53.52387533350534
118000.0,-53.76216038553315
119000.0,-53.70361344569511
120000.0,-64.84461372196016
121000.0,-53.916364050353835
122000.0,-53.97749590928706
123000.0,-53.8452880753167
124000.0,-53.98012034129442
125000.0,-53.616116681948014
126000.0,-52.50103977669642
127000.0,-55.26076000971084
128000.0,-53.723815726725036
129000.0,-53.77671300845033
130000.0,-53.53653277656435
131000.0,-54.99478106335972
132000.0,-54.28553993420216
133000.0,-53.32719609832998
134000.0,-54.12151400767318
135000.0,-53.81282004928889
136000.0,-53.89315803441847
137000.0,-54.18022247798185
138000.0,-53.63937192610586
139000.0,-53.698004136658824
140000.0,-53.97996942872837
141000.0,-54.165219009920726
142000.0,-54.66982672458541
143000.0,-54.04006742648477
144000.0,-54.37165379979188
145000.0,-54.38855855871719
146000.0,-53.866505800224175
147000.0,-54.755534264664654
148000.0,-51.08205951555844
149000.0,-54.14812324936732
150000.0,-54.62878846259139
151000.0,-54.25253517323978
